Date	User	Tweet	sentiment
2021-11-26 11:05:10+00:00	hubdat151	"#MitraDarat saat ini kondisi pandemi sudah membaik, beberapa peraturan perjalanan telah mengalami penyesuaian. Berikut Mimin ingin membagikan peraturan perjalanan darat untuk Jawa Bali dengan kendaraan bermotor. 
#TransportasiMaju #ppkm #EkonomiTumbuhIndonesiaBangkit https://t.co/8zTzmwJGPi"	1
2021-11-26 10:44:51+00:00	rmbantencom	PPKM Level 3 Saat Nataru, Bandara Soetta Batasi Jumlah Penumpang - https://t.co/d6vhyP6enD https://t.co/RM5txIReOI #ppkm #Nataru @AngkasaPura_2 https://t.co/cfZRLE38eq	1
2021-11-26 10:30:04+00:00	hamedo8877	"تابع #جاكرتا :
*ستواصل حكومة جاكرتا من خلال خدمة ""الموارد المائية"" زيادة جاهزية المضخات في جميع محطات ضخ جاكرتا ⛳

#اندونيسيا #جوكوي #بونشاك #بالي #السعودية #جدة #الرياض #سياحة #سينوفاك #فايزر #موسم_الرياض
#Indonesia #Jakarta #jokowi #bali #RiyadhSeason #Vaksin #ppkm #covid19 https://t.co/2g8q4aYsgX"	1
2021-11-26 10:22:53+00:00	hamedo8877	"#اندونيسيا 🇮🇩
* مع دخول موسم الأمطار ، تعد المضخة أهم جزء في التحكم في الفيضانات في #جاكرتا♦️

* أحدها هو (Cideng Pump House) ، في شارع سيانتار ، حي Cideng ، في منطقة جامبير ، وسط جاكرتا.

#بالي #السعودية #موسم_الرياض #الصحة
#Indonesia #Jakarta #bali #jokowi #RiyadhSeason #ppkm https://t.co/GSletsjGQb"	1
2021-11-26 09:49:44+00:00	jpnncom	"PPKM Luar Jawa-Bali Diperpanjang 23 November-6 Desember 2021

@satgascovid19id 

#jpnncom
#covid19
#coronavirus
#ppkm
#ppkmdiperpanjang https://t.co/WOb246SGbx"	1
2021-11-26 08:40:58+00:00	MFAnolyte	"🏠Cek : @MFAnolyte 
🚚 TANAH KUSIR - JAKARTA SELATAN

#sanitizer #disinfektan #humidifier #antiseptik #kesehatan #ppkm #pariwisata #nataru 
#pamulang #ciputat #serpong #cinere #lebakbulus #cilandak #pejaten #kalibata #kebagusan #ciganjur #depok #tebet #kemang #pancoran #kebayoran https://t.co/LH9mxxejK9"	1
2021-11-26 08:20:21+00:00	MFAnolyte	"🏠Cek : @MFAnolyte 
🚚 TANAH KUSIR - JAKARTA SELATAN

#sanitizer #disinfektan #humidifier #antiseptik #kesehatan #ppkm #pariwisata #nataru 
#pamulang #ciputat #serpong #cinere #lebakbulus #cilandak #pejaten #kalibata #kebagusan #ciganjur #depok #tebet #kemang #pancoran #kebayoran https://t.co/iZak0VtKcm"	1
2021-11-26 08:18:39+00:00	MFAnolyte	"🏠Cek : @MFAnolyte 
🚚 TANAH KUSIR - JAKARTA SELATAN

#sanitizer #disinfektan #humidifier #antiseptik #kesehatan #ppkm #pariwisata #nataru 
#pamulang #ciputat #serpong #cinere #lebakbulus #cilandak #pejaten #kalibata #kebagusan #ciganjur #depok #tebet #kemang #pancoran #kebayoran https://t.co/PXTOr0bRV9"	1
2021-11-26 08:07:01+00:00	DDTCNews	"Catat! Pemerintah akan menerapkan PPKM level 3 sepanjang 24 Desember 2021 hingga 2 Januari 2022 untuk mencegah lonjakan kasus Covid-19 ketika libur Nataru 2022. 

#ASN #PNS #menpanrb #tjahjokumolo #nataru2022 #PPKM #cuti #pandemi #covid19 #Nasional 
https://t.co/N4UJRCETsW"	1
2021-11-26 08:05:40+00:00	arini_rizka	PUSAT SEWA MOBIL % TERMURAH SE-JAKARTA. #sewamobiljakarta #liburankeluarga. #rentalmobiljakarta #wisatajakarta #wisatabandung #sewahiacejakarta #sewahiacejakartapusat #sewaalphardjakarta #keluarga #Jakarta #balitravel #bandungtravel. #travel #sewamobil #PPKM	0
2021-11-26 07:55:07+00:00	MFAnolyte	"🏠Cek bio : @MFAnolyte

#sanitizer #disinfektan #humidifier #antiseptik #kesehatan #ppkm #pariwisata #nataru 
#pamulang #ciputat #serpong #cinere #lebakbulus #cilandak #pejaten #kalibata #kebagusan #ciganjur #depok #tebet #kemang #pancoran #kebayoran https://t.co/LAQuRLqoat"	1
2021-11-26 07:10:37+00:00	radarmasnetwork	Libur Nataru, Karantina GOR Direncanakan Kembali Diaktifkan #Banyumas #HeadlineNews #Natal #PPKM #TahunBaru https://t.co/LvsedIjf2c	1
2021-11-26 05:24:29+00:00	betanews_id	"Cegah Lonjakan Kasus Covid saat Nataru, Polresta Solo Bakal Kawal Penerapan PPKM Level 3

#betanews #ppkm
https://t.co/rmOhKHd5Xq"	1
2021-11-26 05:23:00+00:00	newsmerahputih	"Gubernur DKI Jakarta Anies Baswedan menegaskan akan ada aturan baru di Jakarta terkait penerapan PPKM level 3 pada saat libur Nataru.

#merahputihcom #nataru #ppkm #jakarta
https://t.co/rgxpqYk43j"	1
2021-11-26 04:29:37+00:00	HumasKss	"PPKM Level1, Polres Kepulauan Seribu dan Polsek Jajaran Terus melakukan Pengawasan ProKes dan Ops Yustisi Gabungan. Jumat (11/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/tf54L6mvdV"	1
2021-11-26 04:29:12+00:00	HumasKss	"PPKM Level1, Polres Kepulauan Seribu dan Polsek Jajaran Terus melakukan Pengawasan ProKes dan Ops Yustisi Gabungan. Jumat (11/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/o4PXNOKhSb"	1
2021-11-26 04:28:47+00:00	HumasKss	"PPKM Level1, Polres Kepulauan Seribu dan Polsek Jajaran Terus melakukan Pengawasan ProKes dan Ops Yustisi Gabungan. Jumat (11/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/UI62qjyI62"	1
2021-11-26 04:28:29+00:00	HumasKss	"PPKM Level1, Polres Kepulauan Seribu dan Polsek Jajaran Terus melakukan Pengawasan ProKes dan Ops Yustisi Gabungan. Jumat (11/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/jyOo3BDmnG"	1
2021-11-26 04:27:41+00:00	HumasKss	"PPKM Level1, Polres Kepulauan Seribu dan Polsek Jajaran Terus melakukan Pengawasan ProKes dan Cek Scan Barcode Lindungi Warga dan Wisatawan di Dermaga Keberangkatan. Jumat (11/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan https://t.co/akhYpafxjp"	1
2021-11-26 04:27:08+00:00	HumasKss	"PPKM Level1, Polres Kepulauan Seribu dan Polsek Jajaran Terus melakukan Pengawasan ProKes dan Cek Scan Barcode Lindungi Warga dan Wisatawan di Dermaga Keberangkatan. Jumat (11/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu https://t.co/xFHRv8C3X7"	1
2021-11-26 04:26:44+00:00	HumasKss	"PPKM Level1, Polres Kepulauan Seribu dan Polsek Jajaran Terus melakukan Pengawasan ProKes dan Cek Scan Barcode Lindungi Warga dan Wisatawan di Dermaga Keberangkatan. Jumat (11/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan https://t.co/i5EAEyGfA9"	1
2021-11-26 04:26:09+00:00	HumasKss	"Cegah Covid-19, Polres Kepulauan Seribu dan Polsek Jajaran melakukan Himbauan ProKes dan membagikan 1.600 Masker ke warga. Jumat (26/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/mSQLsEl8Hl"	1
2021-11-26 04:25:44+00:00	HumasKss	"Cegah Covid-19, Polres Kepulauan Seribu dan Polsek Jajaran melakukan Himbauan ProKes dan membagikan 1.600 Masker ke warga. Jumat (26/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/I2V4mCTIGe"	1
2021-11-26 04:25:23+00:00	HumasKss	"Cegah Covid-19, Polres Kepulauan Seribu dan Polsek Jajaran melakukan Himbauan ProKes dan membagikan 1.600 Masker ke warga. Jumat (26/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/0QTuNJBD2d"	1
2021-11-26 04:25:00+00:00	HumasKss	"Cegah Covid-19, Polres Kepulauan Seribu dan Polsek Jajaran melakukan Himbauan ProKes dan membagikan 1.600 Masker ke warga. Jumat (26/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/XBcflyTKa2"	1
2021-11-26 03:38:50+00:00	Gorajuara	"Cegah Lonjakan Covid-19 Saat Natal dan Tahun Baru, Wiku Adisasmito: Prokes dan PPKM Level 3 Harus Diperketat https://t.co/1gyPqtWwVL 
#COVID19 #ppkm"	1
2021-11-26 01:55:11+00:00	SeribuUtara	"PPKM Level1, Polres Kepulauan Seribu dan Polsek Jajaran Terus melakukan Pengawasan ProKes dan Ops Yustisi Gabungan. Jumat (11/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/pSBX0Pg9t4"	1
2021-11-26 01:55:04+00:00	SeribuUtara	"PPKM Level1, Polres Kepulauan Seribu dan Polsek Jajaran Terus melakukan Pengawasan ProKes dan Ops Yustisi Gabungan. Jumat (11/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/WlzaJHPIFz"	1
2021-11-26 01:54:57+00:00	SeribuUtara	"PPKM Level1, Polres Kepulauan Seribu dan Polsek Jajaran Terus melakukan Pengawasan ProKes dan Ops Yustisi Gabungan. Jumat (11/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/gTLb7bS4ZL"	1
2021-11-26 01:54:22+00:00	SeribuUtara	"PPKM Level1, Polres Kepulauan Seribu dan Polsek Jajaran Terus melakukan Pengawasan ProKes dan Cek Scan Barcode Lindungi Warga dan Wisatawan di Dermaga 

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/pmNjvueYJa"	1
2021-11-26 01:53:53+00:00	SeribuUtara	"PPKM Level1, Polres Kepulauan Seribu dan Polsek Jajaran Terus melakukan Pengawasan ProKes dan Cek Scan Barcode Lindungi Warga dan Wisatawan 

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/s3DhXijh5h"	1
2021-11-26 01:53:46+00:00	SeribuUtara	"PPKM Level1, Polres Kepulauan Seribu dan Polsek Jajaran Terus melakukan Pengawasan ProKes dan Cek Scan Barcode Lindungi Warga dan Wisatawan di 

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/gIBNiePHGK"	1
2021-11-26 01:52:35+00:00	SeribuUtara	"Cegah Covid-19, Polres Kepulauan Seribu dan Polsek Jajaran melakukan Himbauan ProKes dan membagikan 1.600 Masker ke warga. Jumat (26/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/dtbMOdeC1t"	1
2021-11-26 01:51:17+00:00	SeribuUtara	"Cegah Covid-19, Polres Kepulauan Seribu dan Polsek Jajaran melakukan Himbauan ProKes dan membagikan 1.600 Masker ke warga. Jumat (26/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/USDwVjhDU4"	1
2021-11-26 01:51:06+00:00	SeribuUtara	"Cegah Covid-19, Polres Kepulauan Seribu dan Polsek Jajaran melakukan Himbauan ProKes dan membagikan 1.600 Masker ke warga. Jumat (26/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/wn6lAdlTi6"	1
2021-11-26 01:50:58+00:00	SeribuUtara	"Cegah Covid-19, Polres Kepulauan Seribu dan Polsek Jajaran melakukan Himbauan ProKes dan membagikan 1.600 Masker ke warga. Jumat (26/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/4WDqP3y2jh"	1
2021-11-26 01:48:36+00:00	FebrianRentalm1	"PUSAT SEWA MOBIL (DRIVER+BBM) 💯% TERMURAH SE-JAKARTA✌😁
#sewamobiljakarta #liburankeluarga  
#rentalmobiljakarta #wisatajakarta #wisatabandung #sewahiacejakarta #sewahiacejakartapusat #sewaalphardjakarta #keluarga #Jakarta #balitravel #bandungtravel
#travel #sewamobil #PPKM https://t.co/oaMGXGbxRd"	1
2021-11-26 01:06:00+00:00	bpbdrescue45	"Madiun - 26/11 Jumat berkah, dalam rangka mencegah penyebaran Covid-19 Pemkot Madiun &amp; BPBD Kota Madiun bagikan 100 masker, nasi bungkus dan air mineral gratis bagi masyarakat di Jl. Pahlawan (depan Rumah Dinas Walikota Madiun).

#madiunkotapendekar 
#madiunrescue 
#ppkm https://t.co/FPaDoH3jSH"	1
2021-11-25 21:21:01+00:00	GATRA_com	"Karaoke Digrebek, Puluhan Orang Dicokok

#karaoke #ppkm level 3 https://t.co/qG77w6qqjX"	1
2021-11-25 15:52:14+00:00	utarr_mt	Drama mahasiswa semester akhir😥 #tugasakhir #skripsi #PPKM https://t.co/KHS5M9dxdW	1
2021-11-25 14:42:00+00:00	newsmerahputih	"Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan kepada seluruh jajarannya untuk melakukan pemetaan potensi kerawanan jelang libur Nataru. 

#merahputihcom #nataru #ppkm #polri
https://t.co/6RxnSAiKaY"	1
2021-11-25 14:25:48+00:00	pikobar_jabar	Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 3, 2, dan 1 di #PikoData https://t.co/i2cDiFJZ6W	1
2021-11-25 13:23:18+00:00	OfficialiNewsTV	"Aturan Masuk Mal di Masa PPKM Level 3

#iNews #Infografis #iNewsid #PPKM #Mal #LiburNatal #Aturan #Nataru https://t.co/sIu53TWpD8"	1
2021-11-25 12:43:46+00:00	Pantastis001	"Apa Yang Mendasari P@ntastis Menggunakan Sistem Binary?🤔

Karena Di Sistem Binary lah Yang Menerapkan Konsep Yang Kuat Membantu Yang Lemah Nih🤩
.
.
.
.
.
.
#fco #funcoin #Pantastis #cryptocurrency #crypto #melekcrypto #copytrade #ppkm #indonesia #indodax #tronlink #cryptoanak https://t.co/XeJwvuyXnf"	1
2021-11-25 12:28:56+00:00	Hi_Gyn	Boleh dong, sharing rencana kegiatan kamu bareng temen - temen atau keluarga? Di kolom komentar, yaa! #liburan #liburakhirtahun #PPKM #Liburnatal https://t.co/Ot9HiiiIG3	1
2021-11-25 12:17:52+00:00	DKIJakarta	"(2/2) Jalankan terus protokol kesehatan 6M. Jangan keluar rumah bila tdk mendesak. Selalu gunakan masker dgn benar dan jaga jarak bila harus keluar rumah. Sering cuci tangan dgn sabun. Ingatkan sesama warga.
#JagaJakarta #HadapiBersama #COVID19 #VaksinDulu #PPKM #JakartaBangkit https://t.co/NekTrZDF6N"	1
2021-11-25 11:33:37+00:00	MFAnolyte	"ANOLYTE AG Hand Sanitizer (HOCI) 5 Liter. Non Alkohol Halal MUI."" Rp250.000
https://t.co/sAB8vvQFC6

🚚Kirim dari:
Jln. Bintaro Raya TANAH KUSIR
JAKARTA SELATAN
#TokopediaWIB #Kesehatan #Pasar #Grosir #Virus #Bakteri #Jamur #Nataru #Wisata #Karantina #Wisma #Isoma #PPKM https://t.co/eH1U1pBjq2"	1
2021-11-25 11:32:58+00:00	MFAnolyte	"ANOLYTE AG Hand Sanitizer (HOCI) 1 Liter. Non Alkohol Tidak Iritasi"" Rp100.000
https://t.co/x5bsnezVOQ

🚚Kirim dari:
Jln. Bintaro Raya TANAH KUSIR
JAKARTA SELATAN
#TokopediaWIB #Kesehatan #Pasar #Grosir #Virus #Bakteri #Jamur #Nataru #Wisata #Karantina #Wisma #Isoma #PPKM https://t.co/ep8sO9zq41"	1
2021-11-25 11:31:51+00:00	MFAnolyte	"ANOLYTE AG Hand Sanitizer (HOCI) 500ml. Aman buat Anak Non Alkohol MUI"" Rp65.000
https://t.co/36rdLqwDeI

🚚Kirim dari:
Jln. Bintaro Raya TANAH KUSIR
JAKARTA SELATAN
#TokopediaWIB #Kesehatan #Pasar #Grosir #Virus #Bakteri #Jamur #Nataru #Wisata #Karantina #Wisma #Isoma #PPKM https://t.co/0JCCg77bTC"	1
2021-11-25 11:31:06+00:00	MFAnolyte	"ANOLYTE AG Hand Sanitizer (HOCi) 100ml. Aman untuk Anak Halal MUI"" Rp25.000
https://t.co/PeGhPzbn1v

🚚Kirim dari:
Jln. Bintaro Raya TANAH KUSIR
JAKARTA SELATAN
#TokopediaWIB #Kesehatan #Pasar #Grosir #Virus #Bakteri #Jamur #Nataru #Wisata #Karantina #Wisma #Isoma #PPKM https://t.co/5HN6pRpE15"	1
2021-11-25 11:29:57+00:00	MFAnolyte	"Hand Sanitizer HOCI 1 Liter Halal MUI Non Alkohol Aman dan Halus Kulit"" Rp100.000
https://t.co/iH8APEKS6s

🚚Kirim dari:
Jln. Bintaro Raya TANAH KUSIR
JAKARTA SELATAN
#TokopediaWIB #Kesehatan #Pasar #Grosir #Virus #Bakteri #Jamur #Nataru #Wisata #Karantina #Wisma #Isoma #PPKM https://t.co/UiuTpwetE1"	1
2021-11-25 11:29:23+00:00	MFAnolyte	"Anolyte Hand &amp; Face Sanitizer 60ml"" Rp16.500
https://t.co/CFD3VJmRd6

🚚Kirim dari:
Jln. Bintaro Raya TANAH KUSIR
JAKARTA SELATAN
#TokopediaWIB #Kesehatan #Pasar #Grosir #Virus #Bakteri #Jamur #Nataru #Wisata #Karantina #Wisma #Isoma #PPKM https://t.co/Wz5v9ym5Qu"	1
2021-11-25 11:28:45+00:00	MFAnolyte	"Anolyte Hand &amp; Face Sanitizer 60ml"" Rp16.500
https://t.co/CFD3VJmRd6

🚚Kirim dari:
Jln. Bintaro Raya TANAH KUSIR
JAKARTA SELATAN
#TokopediaWIB #Kesehatan #Pasar #Grosir #Virus #Bakteri #Jamur #Nataru #Wisata #Karantina #Wisma #Isoma #PPKM https://t.co/cu1wOxPRu7"	1
2021-11-25 11:28:12+00:00	MFAnolyte	"Anolyte Hand and Face sanitizer 100ml Non Alkohol aman buat anak HOCI"" Rp25.000
https://t.co/4pI3VbmcLE

🚚Kirim dari:
Jln. Bintaro Raya TANAH KUSIR
JAKARTA SELATAN
#TokopediaWIB #Kesehatan #Pasar #Grosir #Virus #Bakteri #Jamur #Nataru #Wisata #Karantina #Wisma #Isoma #PPKM https://t.co/EUqnwQspnA"	1
2021-11-25 11:27:36+00:00	MFAnolyte	"Anolyte Hand and Face Sanitizer 60ml HOCI Non Alkohol Aman untuk wajah"" Rp16.500
https://t.co/yvgqOGKaZJ

🚚Kirim dari:
Jln. Bintaro Raya TANAH KUSIR
JAKARTA SELATAN
#TokopediaWIB #Kesehatan #Pasar #Grosir #Virus #Bakteri #Jamur #Nataru #Wisata #Karantina #Wisma #Isoma #PPKM https://t.co/uivAwBYU8P"	1
2021-11-25 11:26:53+00:00	MFAnolyte	"Hand Sanitizer Anolyte Pump 500ml HOCI Tdk Iritasi NonToxic"" Rp65.000
https://t.co/lhCCBF2irs

🚚Kirim dari:
Jln. Bintaro Raya TANAH KUSIR
JAKARTA SELATAN
#TokopediaWIB #Kesehatan #Pasar #Grosir #Virus #Bakteri #Jamur #Nataru #Wisata #Karantina #Wisma #Isoma #PPKM https://t.co/DyMv6uDCxm"	1
2021-11-25 11:25:38+00:00	MFAnolyte	"Anolyte Hand Face Sanitizer 5ltr buat kulit Anak Tidak Iritasi Gatal"" Rp250.000
https://t.co/X3az9CtTFA

🚚Kirim dari:
Jln. Bintaro Raya TANAH KUSIR
JAKARTA SELATAN
#TokopediaWIB #Kesehatan #Pasar #Grosir #Virus #Bakteri #Jamur #Nataru #Wisata #Karantina #Wisma #Isoma #PPKM https://t.co/S3C545kRjM"	1
2021-11-25 11:24:53+00:00	MFAnolyte	"ANOLYTE Hand Sanitizer 5ltr Efektif+Aman dari Alkohol 99,9% Remv Virus"" Rp250.000
https://t.co/TEqjGnQ71w

🚚Kirim dari:
Jln. Bintaro Raya TANAH KUSIR
JAKARTA SELATAN
#TokopediaWIB #Kesehatan #Pasar #Grosir #Virus #Bakteri #Jamur #Nataru #Wisata #Karantina #Wisma #Isoma #PPKM https://t.co/m9lHZmepXZ"	1
2021-11-25 11:15:00+00:00	pemprovsu	"Tiga Daerah Sumut Masih Masuk Level 3, Kabupaten/Kota Diminta Taati Ketentuan PPKM

sumber: https://t.co/SCXgNFXQme
@kemendagri @RahmayadiEdy @ijeck09

#PPKM #SumutLawanCovid19 #SumutBermartabat #PemprovSumut #SumateraUtara #SumutSmartProvince #EdyRahmayadi #Ijeck https://t.co/pBTzHoac4c"	1
2021-11-25 11:05:10+00:00	pikobar_jabar	"Kriteria penetapan level PPKM ini dilakukan berdasarkan level asesmen situasi pandemi. Ingin tahu selengkapnya? Baca unggahan @lawancovid19_id berikut, yuk!

#PPKM #JawaBali #Covid19 https://t.co/WAJJUyc6UB"	1
2021-11-25 11:00:03+00:00	Prodia_Lab	"Sahabat Prodia, yuk ikutan Prodia Healthy Fun Festival Peduli dan Prioritaskan KesehatanMU (PPKM) Reels &amp; Tiktok Challenge! Ada hadiah menarik buat kamu! 

Simak informasi lengkapnya pada postingan ini ya! 

#PPKM #PPKMbarengProdia #Prodia #ProdiaHealthyFunFest https://t.co/SaPp31EKAk"	0
2021-11-25 10:08:15+00:00	infoJATIASIH	Jelas, #coronavirus belum bisa sepenuhnya dikendalikan di muka bumi ini. Fakta apalagi yang kau dustakan? #Covid19 #PPKM #prokesketat  https://t.co/iHptETbclj	2
2021-11-25 10:00:01+00:00	lensaRTV	"#SahabatRTV, perayaan Nataru sudah semakin dekat. Pemerintah telah menerbitkan aturan PPKM selama Nataru nih. Seperti apa aturan lengkapnya? Yuk simak reels berikut ini. 

#ppkm #ppkmlevel3 #natal #tahunbaru #nataru #desember #januari #mendagri #cerdascovid19 #lawancovid19 https://t.co/JYjvQ3VBF0"	1
2021-11-25 09:24:00+00:00	newsmerahputih	"Intip persiapan RSUP Persahabatan jika kasus COVID-19 melonjak.

#merahputihcom #COVID19 #ppkm #jakarta
https://t.co/grsNE2uKME"	1
2021-11-25 09:01:20+00:00	hamedo8877	"إندونيسيا ✈️
* حان الوقت للمساهمة في التخلص من #الفيضانات في جاكرتا♦️
هل أنت جاهز. ؟ ⛳

#اندونيسيا #جاكرتا #جوكوي #بونشاك #بالي #السعودية #موسم_الرياض #كوفيد_19 #سينوفاك #فايزر #الصحة
#Indonesia #Jakarta #jokowi #Vaksin #ppkm #bali #Lombok #RiyadhSeason #covid19 #banjir #saudi https://t.co/7UM6ybVITl"	1
2021-11-25 08:11:56+00:00	murianewscom	"PPKM Level 3 saat Nataru, Ini Saran Epidemiolog 

Selengkapnya klik tautan berikut ini.
#Jakarta #PPKM #Level3 #Nataru #Epidemilogi 

https://t.co/eWXDaJDNhB"	1
2021-11-25 08:07:45+00:00	hamedo8877	"#اندونيسيا 🇮🇩
* شكرا لك معلم 🙏
 ""أنت البطل المجهول"" ♥️
 * عيد وطني سعيد للمعلم 🙏🇮🇩

#جاكرتا #السعودية #الصحة #كوفيد_19 #بونشاك #بالي #جدة #سياحة #سينوفاك #فايزر #موسم_الرياض
#Indonesia #Jakarta #jokowi #guru #bali #Vaksin #ppkm #covid19 #Sinovac #Pfizer #saudi #RiyadhSeason 🇮🇩 https://t.co/Co5G7iYQf1"	1
2021-11-25 07:44:53+00:00	antaranews_bali	"PPKM jadi ""pil pahit"" kebangkitan pariwisata Bali - ANTARA News Bali https://t.co/NybJ4zo5Jf 

#ppkm #"	2
2021-11-25 07:10:27+00:00	serambinews	"#Aceh #PPKM #Covid19 #VirusCorona #CoronaVirus |

Aceh Perpanjang PPKM Level 3 dan 2 
https://t.co/nqMZJZyOIF via @serambinews"	1
2021-11-25 06:18:54+00:00	CoconutsJakarta	"Here are the updated Level 3 #PPKM rules for the Christmas and New Year holidays
https://t.co/cfpG4YWtGf"	1
2021-11-25 06:12:59+00:00	infocimahico	"Halo Cim! Yuk simak aturan PPKM yang akan diterapkan pada 24 Desember 2021 hingga 2 Januari 2022 nanti 😉

#cimahi #infocimahi #bandung #jawabarat #jakarta #kotacimahi #ppkm https://t.co/htKB1IHURa"	1
2021-11-25 05:57:03+00:00	XLawanPandemiX	"Resiko penularan meningkat jelang natal dan tahun baru, Satgas terapkan PPKM Level 3
#PPKM #LawanCovid19 #NKRIMajuBerjaya https://t.co/90gJYWpD17"	1
2021-11-25 05:57:02+00:00	NoMoreCovids19	"Resiko penularan meningkat jelang natal dan tahun baru, Satgas terapkan PPKM Level 3
#PPKM #LawanCovid19 #NKRIMajuBerjaya https://t.co/k6XvdQwAam"	1
2021-11-25 05:56:31+00:00	XLawanPandemiX	"Kebijakan PPKM Selama Natal dan Tahun Baru adalah upaya pemerintah cegah gelombang ketiga Covid-19
#PPKM #LawanCovid19 #NKRIMajuBerjaya https://t.co/flV03rZIXv"	1
2021-11-25 05:56:30+00:00	NoMoreCovids19	"Kebijakan PPKM Selama Natal dan Tahun Baru adalah upaya pemerintah cegah gelombang ketiga Covid-19
#PPKM #LawanCovid19 #NKRIMajuBerjaya https://t.co/sIpxTIqOt1"	1
2021-11-25 05:00:01+00:00	PemKabTangerang	"Pemkab Tangerang kembali mengaktifkan sejumlah posko pengawasan penerapan protokol kesehatan di sejumlah titik. Posko ini diterapkan saat PPKM level 3 selama libur Natal dan Tahun Baru 2022.

#Selinting #PoskoPengawasanProkes #PPKM #NataldanTahunBaru2022 #TangerangOptimis https://t.co/M7WlcI70W7"	1
2021-11-25 04:42:11+00:00	Pantastis001	"""Selamat Hari Guru Nasional 2021""
""Bergerak dengan hati, Pulihkan Pendidikan""
.
.
.
.
.
.
#fco #funcoin #Pantastis #cryptocurrency #crypto #melekcrypto #copytrade #ppkm #indonesia #indodax #tronlink #cryptoanakbangsa #trading #cryptonews #cryptoindonesia #cryptoworld #beritaviral https://t.co/DL5x5gWlqV"	1
2021-11-25 03:48:19+00:00	indoseputarinfo	"Tapi jangan lupa, mentang-mentang udah agak longgar, jangan sampe kamu kelupaan bawa masker pas keluar rumah, lupa cuci tangan, lupa jaga jarak. Jangan karena lupa prokes, kasus Covid-19 bisa naik lagi. 

#Covid_19 #PPKM #kpcpen #airlanggahartarto #jawabali"	2
